id,he_thong_id,don_vi,tram,he_thong_folder,gp_so,gp_ngay,gp_han,gp_cu,ten_he_thong_theo_gp,nam_sx_gp,he_thong_csdl,trang_thai_doi_chieu,kieu_thiet_bi,so_san_xuat,noi_san_xuat,muc_dich,pham_vi,ma_dia_chi,dia_diem,thoi_gian,thanh_phan_theo_gp,created_at,updated_at,attrs,luu_tru
82177623-b16a-490a-bc4c-e23476fd35ad,f87f1213-cb02-4a00-91dd-46be015405df,BDKT,Phòng Simulator - Công ty QLB miền Trung,,2700/GP-CHK,2024-06-04,2026-06-12,,Hệ thống huấn luyện giả định không lưu (Simulator),2011,,,MAXSIM,Tại Phụ lục 1 kèm theo,Canada,Huấn luyện và kiểm tra thực hành,"APP, APP tầng cao khu vực Đà Nẵng, APP Cam Ranh",Không,"Phòng Simulator - Công ty Quản lý bay miền Trung, phường Hòa Thuận Tây, quận Hải Châu, TP. Đà Nẵng",Theo yêu cầu,"Tên: Hệ thống huấn luyện giả định không lưu (Simulator) || Model: MAXSIM || Serial: Tại Phụ lục 1 kèm theo || SX: Canada; Năm sản xuất: 2011 || Tính năng: Tại Phụ lục 2 kèm theo || Phụ lục 1 kèm theo: 6. Nơi sản xuất: Canada; Năm sản xuất: 2011 || Phụ lục 2 kèm theo: 9. Địa điểm đặt thiết bị: Phòng Simulator - Công ty Quản lý bay miền Trung, phường Hòa || Phụ lục 1:: SỐ SẢN XUẤT, CẤU HÌNH THIẾT BỊ XỬ LÝ CHÍNH THUỘC; HỆ THỐNG MAXSIM; (Kèm theo Giấy phép số: 2700/GP-CHK ngày 04 tháng 6 năm 2024); STT Thiết bị máy tính Cấu hình thiết bị Số Serial; Dell T3500. CPU: Intel Xeon W3505; 1 File Server 01 5FN2BP1; 2,4GHz. RAM: 1GB. HDD: 250GB; Dell T3500. CPU: Intel Xeon W3505; 2 Vị trí Whiteboard 01 5FQ1BP1; 2,4GHz. RAM: 1GB. HDD: 250GB; Vị trí Radar Dell T3500. CPU: Intel Xeon W3505; 3 01 5FQ2BP1; Supervisor 2,4GHz. RAM: 1GB. HDD: 250GB; Dell T3500. CPU: Intel Xeon W3505 5FR1BP1; 4 Vị trí Pilot 1 02; 2,4GHz. RAM: 1GB. HDD: 250GB. J90VBP1; Dell T3500. CPU: Intel Xeon W3505 5FP1BP1; 5 Vị trí Pilot 2 02; 2,4GHz. RAM: 1GB. HDD: 250GB. J91SBP1; Dell T3500. CPU: Intel Xeon W3505 5FN1BP1; 6 Vị trí Pilot 3 02; 2,4GHz. RAM: 1GB. HDD: 250GB. J90RBP1; Vị trí Controller Dell T3500. CPU: Intel Xeon W3505 5FQOBP1; RV 2,4GHz. RAM: 1GB. HDD: 250GB. J91RBP1; Dell T3500. CPU: Intel Xeon W3505 5FP2BP1; 8 Vị trí Controller 02; 2,4GHz. RAM: 1GB. HDD: 250GB. J90TBP1; Dell T3500. CPU: Intel Xeon W3505 5FROBP1; 9 Vị trí Controller 02; 2,4GHz. RAM: 1GB. HDD: 250GB. J90SBP1; Vị trí Flight Data Dell T3500. CPU: Intel Xeon W3505; 10 01 5FPOBP1; AF 2,4GHz. RAM: 1GB. HDD: 250GB || Phụ lục 2: (Kèm theo Giấy phép số 2700/GP-CHK ngày 04 tháng 6 năm 2024); + 03 vị trí phi công giả định (Pseudo - Pilot); + 03 vị trí huấn luyện KSVKL; + 01 vị trí dữ liệu bay; + 01 vị trí whiteboard chuẩn bị bài tập của huấn luyện viên; + 01 vị trí radar supervisor giám sát bài tập của huấn luyện viên; + 01 vị trí file server lưu trữ cơ sở dữ liệu; - Phần cứng hệ thống bao gồm: Một mạng máy tính gồm 16 PC kèm theo một; hệ thống liên lạc thoại nội bộ (hiệu stentorious) và các bàn console tương ứng; với các vị trí khai thác khác nhau; - Các máy tính PC sử dụng hệ điều hành Linux CentOS, Windows XP (vị trí",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
b80a4e67-1b63-44c3-8344-285a45565f06,fc3e7503-3a66-4f08-8fec-157327b85499,BDKT-STR,Trạm ra đa Sơn Trà,,605/GP-CHK,2025-02-07,2027-03-30,,Hệ thống ra đa giám sát thứ cấp (SSR),1994,,,RSM 970,Máy chính: 021/32; Máy dự phòng: 019/32,Pháp,Phục vụ điều hành bay FIR HCM/HAN và APP Đà Nẵng,Bán kính R = 460 km,0000 0010 (SIC),Trạm ra đa Thông Sơn Trà 1,24/24h,"Tên: Hệ thống ra đa giám sát thứ cấp (SSR) || Model: RSM 970 || Serial: Máy chính: 021/32; Máy dự phòng: 019/32 || SX: Pháp; Năm sản xuất: 1994 || Tính năng: Hệ thống có cấu hình chính - dự phòng; công suất phát 1,5kW; phương thức phát 25M0P0N; tần số phát/thu: 1030 MHz/1090 MHz; chế độ hoạt động mode A/C; ăng ten kiểu LVA cao 15 mét || Mã/SIC: 0000 0010 (SIC)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
9cfd06ff-8c13-4d3b-8e24-dc540dfc7784,1e44141b-e2de-49d2-930b-5886ba6a3b38,BDKT,APP/TWR Đà Nẵng,,4897/GP-CHK,2024-09-24,2026-10-01,,Hệ thống xử lý dữ liệu ADS-B,2022,,,MAGS CPMS Server X11,"E263363X2201174, E263363X22011227",Đức (Thales),Nhận và xử lý dữ liệu ADS-B phục vụ điều hành bay,APP/TWR Đà Nẵng và các khu vực của FIR Hồ Chí Minh,Không,"Trung tâm kiểm soát Tiếp cận - Tại sân Đà Nẵng, Cảng HKQT Đà Nẵng",24/24h,"Tên: Hệ thống xử lý dữ liệu ADS-B || Model: MAGS CPMS Server X11 || Serial: E263363X2201174, E263363X22011227 || SX: Hãng Thales, Đức; Năm sản xuất: 2022 || Tính năng: Hệ thống bao gồm 02 bộ ADS-B server (bao gồm phần cứng và phần mềm có license) hoạt động đồng thời theo cấu hình kép 1+1 có những tính năng kỹ thuật chính như trong Phụ lục kèm theo || Mã/SIC: SIC 225 || Phụ lục kèm theo: 9. Địa điểm đặt thiết bị: Trung tâm kiểm soát Tiếp cận - Tại sân Đà Nẵng, Cảng HKQT || Phụ lục: (Kèm theo Giấy phép số: 4897 /GP-CHK ngày 24 tháng 09 năm 2024); I. Tính năng phần mềm (máy chủ):; 1. Nhận, giải mã dữ liệu ASTERIX CAT 21 từ các máy thu ADS-B của trạm ADS-; 3. Xử lý hợp nhất dữ liệu ADS-B từ các máy thu ADS-B của trạm ADS-B thành một; 4. Lưu trữ dữ liệu vào file và CSDL; 5. Hệ thống có thể lựa chọn định dạng dữ liệu đầu ra ASTERIX CAT 21 (chọn; 6. Lọc dữ liệu ASTERIX CAT 21 theo cấu hình định sẵn (độ cao, vùng địa lý, dựa; 7. Giám sát, điều khiển và ghi nhật ký về tình trạng kết nối của các máy thu ADS-B; 8. Mỗi hệ thống tích hợp có thể nhận và xử lý 64 máy thu ADS-B; ATCC HAN, AACC HCM; hệ thống RDP tại APP/TWR Đà Nẵng; II. Tính năng phần mềm đầu cuối hiển thị:; 4. Hiển thị giám sát trục đường cất hạ cánh, đường bay, các SID, STAR",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
2b5e5773-a39c-4dc2-a371-386cafcdf892,8b25c26d-d3bd-4e3b-bbf8-8d50e93e9e34,BDKT,APP/TWR Đà Nẵng,,607/GP-CHK,2026-01-30,2028-02-01,,Hệ thống thông báo tin tức bán tự động tại khu vực sân bay (D-ATIS),"2022, 2016",,,Máy phát Jotron TA-7650; Máy thu: EU4200C,Máy chính: 18176; Máy dự phòng: 18173; Máy thu: 105800,"USA, Séc","Phát thanh bằng lời và phát dữ liệu về điều kiện thời tiết, phương thức tiếp cận, cất/hạ cánh",Khu vực Cảng hàng không quốc tế Đà Nẵng,Không áp dụng,"Trung tâm Kiểm soát Tiếp cận – Tại sân Đà Nẵng; tọa độ WGS-84: 108°12′10″E, 16°02′46″N",24/24h,"Tên: Hệ thống thông báo tức bán tự động tại khu vực sân bay (D-ATIS) || Model: Máy phát Jotron TA-7650, Máy thu: EU4200C || Serial: Máy chính: 18176 và Máy dự phòng: 18173; Máy thu: 105800 || SX: USA, Séc. Năm sản xuất: 2022, 2016. - Tính năng kỹ thuật chính: - Hệ thống thông báo tức tự động tại khu vực sân bay (D- ATIS) gồm 02 máy phát; 01 máy thu và 02 || Tính năng: Không áp dụng || Mã/SIC: Trung tâm Kiểm soát Tiếp cận – Tại sân Đà Nẵng. Tọa độ WGS-84: 108°12'10""E, 16°02’46” || Phụ lục: Tính năng kỹ thuật hệ thống thông báo tức tự động tại khu vực sân bay (D-ATIS); (Ban hành kèm theo GPKT số 607/GP-CHK ngày 30/01/2026)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
e5bec39c-960b-47dd-bf57-0086652e7b64,42c99ea1-6512-4826-878d-beb1868c3108,PBA,Đài KSKL Phú Bài,,3621/GP-CHK,2024-07-19,2026-07-25,3800/GP-CHK,Máy thu phát VHF thoại không - địa,"2016, 1998, 2010",,,"Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203; Máy thu phát: IC-A200","Máy chính: 105873 (SU4200), 105818 (EU4200C); máy dự phòng: 105875, 105874 (SU4200), 105819, 105821 (EU4200C); 19713 (TA-7650)…","Séc, Na Uy, Nhật Bản",Điều hành bay (TWR Phú Bài),Bán kính R = 60 km,Không,Đài KSKL Phú Bài - Cảng HKQT Phú Bài; tọa độ WGS-84: 16°23′45″B - 107°46′19″Đ,24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203; Máy thu phát: IC-A200 || Serial: Máy chính: 105873 (SU4200), 105818 (EU4200C); máy dự phòng: 105875, 105874 (SU4200), 105819, 105821 (EU4200C); 19713 (TA-7650), 19740 (RA-7203);12754 (IC-A200) || SX: Séc (SU4200/EU4200C), Na Uy (TA-7650/RA-7203), Nhật Bản (IC- A200). Năm sản xuất: 2016 (SU4200/EU4200C), 1998 (IC-A200), 2023 (TA-7650/RA- 7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM, tần số làm việc 118,8 MHz, công suất phát 50W (SU4200, TA- 7650), 7W (IC-A200); phân cực đứng; phương thức phát 6K80A3E (SU4200, TA- 7650), 6K00A3E (IC-A200); độ nhạy máy thu 1µV (EU4200C, RA-7203), 2µV (IC- A200); ăng ten cao 35 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không - địa; Mục đích sử dụng: Điều hành bay (TWR Phú Bài)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
48979dc5-d460-40cd-8d32-19dbd4bcb552,9c312ced-118b-4ce3-8f00-45b7c41e6453,PBA,Đài KSKL Phú Bài,,973/GP-CHK,2026-02-27,2028-03-01,,Thiết bị đo đạc quan trắc thông dụng (đo gió hiển thị số và khí áp hiển thị số),2023,,,"Thiết bị điện tử đo nhiệt độ, độ ẩm và khí áp hiển thị số 1.1006.54.080",09230013,Đức,Làm dự phòng đo các yếu tố khí tượng và cung cấp số liệu phục vụ hoạt động bay,Khu vực Cảng hàng không quốc tế Phú Bài,Không áp dụng,"Cảng hàng không quốc tế Phú Bài, tỉnh Thừa Thiên Huế",24/24h,"Tên: Thiết bị đo đạc quan trắc thông dụng (đo gió hiển thị số và khí áp hiển thị số) || Model: Thiết bị điện tử đo nhiệt độ, độ ẩm và khí áp hiển thị số 1.1006.54.080 || Serial: 09230013 || SX: Đức Năm sản xuất: 2023 || Tính năng: Đo nhiệt độ (Phạm vi đo -40÷850C, độ chính xác ±0.10C, độ phân giải 0.10C); Đo độ ẩm (Phạm vi đo 0% ÷100%RH, độ chính xác ±1.5%RH, độ phân giải 0.1% RH); Đo khí áp (Phạm vi đo 300 ÷ 1200 hPa, độ chính xác ±0.25 hPa trong giải 800 ÷ 1100 hPa và ±0.5 hPa trong giải 600 ÷ 800 hPa, độ phân giải 0.1 hPa). [PB] || Cảm biến/thành phần: 1. Tên thiết bị: Thiết bị đo đạc quan trắc thông dụng (đo gió hiển thị số và khí áp hiển thị; quốc tế Phù Bài (thiết Thiết bị đo gió hiển thị số; Serviceability of AWOS Sensors/ Tình trạng hoạt; động của thiết bị đo; liệu hệ thống/ thiết bị đo dự phòng; sensors and central data processing system / Nhật ký; d) Regular physical inspection of all sensors and Hậu kiểm; 3.4.3 Calibration of measuring sensors / Hiệu chuẩn thiết bị; liệu hướng dẫn về hiệu chuẩn thiết bị đo tại đơn vị; c) Availability of periodic sensor calibration Records; Hậu kiểm; sensor failures Technical supervision position / Khả practices; năng theo dõi hoạt động liên tục của các thiết bị đo - DOC 9837 – Manual on; (cảm biến đo)/ chức năng cảnh báo lỗi dữ liệu của hệ - Standards for AWOS (TCCS; 3.5.1 Availability of lightning protection on all sensors / Hệ N/A",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
5148c468-c8ac-4b26-84c9-f7b3b248de3e,7e234c94-71fa-4af2-9f0e-fb0996d441ba,BDKT-QNH,Trạm ra đa Quy Nhơn,,6288/GP-CHK,2025-12-12,2027-12-19,,Máy thu phát VHF thoại không - địa,2025,,,Máy phát: T6-TV; máy thu: T6-RV,Máy chính: 407043 (T6TV); 407014 (T6RV); Máy dự phòng: 407042 (T6TV); 407022 (T6RV),Anh,Điều hành bay (Phân khu 5 ACC HCM),Tầm phủ 450 km,Không,Trạm Ra đa Thông Quy Nhơn,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: T6-TV; máy thu: T6-RV || Serial: Máy chính: 407043 (T6TV); 407014 (T6RV); Máy dự phòng: 407042 (T6TV); 407022 (T6RV) || SX: Anh; Năm sản xuất: 2025 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình máy chính và máy dự phòng; phân cực đứng; điều chế AM; tần số làm việc 120,7 MHz (sử dụng offset +5 kHz); phương thức phát 6K80A3E; công suất phát 50W; độ nhạy máy thu 1µV; ăng ten cao 12 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
22cc6e40-864a-4672-9da2-560b45eab96c,45599b8c-56e9-4d30-9578-703ef8ecbe3f,PBA,Đài KSKL Phú Bài,,3622/GP-CHK,2024-07-19,2026-07-25,3801/GP-CHK,Máy thu phát VHF thoại không - địa,"2016, 1998, 2010",,,"Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203; Máy thu phát: IC-A200","Máy chính: 105876 (SU4200), 105820 (EU4200C); máy dự phòng: 105874, 105875 (SU4200); 105819, 105821 (EU4200C); 19713 (TA-7650)…","Séc, Na Uy, Nhật Bản","Liên lạc trên tần số khẩn nguy 121,5 MHz (TWR Phú Bài)",Bán kính R = 60 km,Không,Đài KSKL Phú Bài - Cảng HKQT Phú Bài; tọa độ WGS-84: 16°23′45″B - 107°46′19″Đ,24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203; Máy thu phát: IC-A200 || Serial: Máy chính: 105876 (SU4200), 105820 (EU4200C); máy dự phòng: 105874, 105875 (SU4200); 105819, 105821 (EU4200C); 19713 (TA-7650), 19740 (RA-7203); 12754 (IC-A200) || SX: Séc (SU4200/EU4200C), Na Uy (TA-7650/RA-7203), Nhật Bản (IC- A200). Năm sản xuất: 2016 (SU4200/EU4200C), 1998 (IC-A200), 2023 (TA-7650/RA- 7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM, tần số làm việc 121,5 MHz, công suất phát 50W (SU4200, TA- 7650), 7W (IC-A200); phân cực đứng; phương thức phát 6K80A3E (SU4200, TA- 7650), 6K00A3E (IC-A200); độ nhạy máy thu 1µV (EU4200C, RA-7203), 2µV (IC- A200); ăng ten cao 35 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không - địa; Mục đích sử dụng: Liên lạc trên tần số khẩn nguy 121,5MHz (TWR Phú Bài)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
e5717afa-3e82-45f2-8177-68d0e19981ba,de1459f1-dcb1-4665-9ba9-5540417f6d01,PBA,Đài KSKL Phú Bài,,2833/GP-CHK,2025-07-14,2027-07-30,,Hệ thống chuyển mạch thoại (VCCS),2016,,,R&S VCS-4G,6424049796894,Rumania,Phục vụ điều hành bay,Tại Đài KSKL Phú Bài,Không,Đài KSKL Phú Bài - Cảng HKQT Phú Bài,24/24h,"Tên: Hệ thống chuyển mạch thoại (VCCS) || Model: R&S VCS-4G || Serial: 6424049796894 || SX: Rumania. Năm sản xuất: 2016 || Tính năng: Hệ thống có chức năng điều khiển chuyển mạch thoại radio và telephone; gồm có 01 server lưu trữ cấu hình và giám sát hệ thống, 03 bảng điều khiển cho 03 vị trí khai thác (mỗi vị trí khai thác có 2 đường ghi âm riêng biệt cho radio và telephone), 01 workstation cho vị trí quản lý giám sát hệ thống, 02 khối giao tiếp thoại radio 4 dây E&M, 01 khối giao tiếp thoại telephone, 02 switch chuyển mạch hoạt động theo cấu hình chính/dự phòng || Kênh/thành phần: Tính năng kỹ thuật chính: Hệ thống có chức năng điều khiển chuyển mạch thoại radio",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
008dcc33-2fa7-4031-af24-b5fb7654d077,b3a13c3a-8bb8-4f1f-9e90-b84f811a641f,PBA,Đài KSKL Phú Bài,,3623/GP-CHK,2024-07-19,2026-07-25,,Thiết bị ghi âm,"2020, 2014",,,ATIS UHER VoiceCollect MD-x và ATTECH RECODER AR-16-A Standard,Máy chính: 049002-400442; máy dự phòng: 015,"Đức, Việt Nam",Ghi âm liên lạc thoại không - địa (A/G) và địa - địa (G/G),Tại Đài KSKL Phú Bài - Cảng HKQT Phú Bài,Không,Đài KSKL Phú Bài - Cảng HKQT Phú Bài,24/24h,"Tên: Thiết bị ghi âm || Model: ATIS UHER VoiceCollect MD-x và ATTECH RECODER AR-16-A Standard || Serial: Máy chính: 049002-400442; máy dự phòng: 015 || SX: Đức (Atis Uher)/ Việt Nam (Attech). Năm sản xuất: 2020/2014 || Tính năng: - Thiết bị ghi âm Atis UHER VC-MDX có 32 kênh ghi; lưu trữ trực tiếp trên 02 ổ cứng dung lượng 02x2TB (RAID-1); lưu trữ bên ngoài thông qua ổ RDX 1TB. - Thiết bị ghi âm Attech AR-16-A Standard có 32 kênh ghi; lưu trữ trực tiếp trên 02 ổ cứng dung lượng 02x500GB (RAID-1); lưu trữ bên ngoài thông qua ổ DVD-RAM: 01x4.7GB. (Chi tiết các kênh ghi như trong Phụ lục kèm theo) || Phụ lục kèm theo): 9. Địa điểm đặt thiết bị: Đài KSKL Phú Bài - Cảng HKQT Phú Bài || Phụ lục: Danh mục các kênh ghi âm tại Đài KSKL Phú Bài; (Kèm theo Giấy phép số: 3623/GP-CHK ngày 19 tháng 07 năm 2024); Stt Nội dung kênh ghi Ghi chú; 1 CWP1-Radio Ghi âm vị trí VHF từ CWP1; 2 CWP2-Radio Ghi âm vị trí VHF từ CWP2; 3 CWP3-Radio Ghi âm vị trí VHF từ CWP3; 4 VHF A/G ICOM VHF dự phòng cho tần số 118,8 MHz và 121,5 MHz; 5 VHF Jotron VHF dự phòng cho tần số 118,8 MHz và 121,5 MHz; 6 CWP1-Telephone Ghi âm vị trí thoại từ CWP1; 7 CWP2- Telephone Ghi âm vị trí thoại từ CWP2; 8 CWP3- Telephone Ghi âm vị trí thoại từ CWP3; 9 Hotline CTL DAN - TWR PBA1; KSKL Phú Bài; 10 Hotline CTL DAN - TWR PBA2; KSKL Phú Bài; 11 Hotline APP DAN - TWR PBA1; KSKL Phú Bài; 12 Hotline APP DAN - TWR PBA2; KSKL Phú Bài; Điện thoại VNPT, trực điều hành bay Đài KSKL Phú; 15 0234. 3861921; Điện thoại VNPT, trực thủ tục bay, khí tượng và thông; 16 0234. 3993999; báo tức hàng không Đài KSKL Phú Bài; 17 0234. 3862172 Điện thoại VNPT, trực kỹ thuật Đài KSKL Phú Bài; 18 0234. 3676575 Điện thoại VNPT, trực an ninh Đài KSKL Phú Bài; 19 5555 PBX QLBMT, trực điều hành bay Đài KSKL Phú Bài; PBX QLBMT, máy đặt tại phòng trực kỹ thuật Đài; 20 5556; KSKL Phú Bài",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
73404b9a-4207-4a16-a15b-ecec105ca722,ce27df84-7054-4032-bfe7-efdb0bd119f4,PBA,Đài KSKL Phú Bài,,1018/GP-CHK,2025-04-18,2027-04-25,,Hệ thống quan trắc khí tượng tự động AWOS 900,"2009, 2024",,,AWOS 900,JG94L44; HG94L44,Mỹ (All Weather Inc),Quan trắc và báo cáo thời tiết sân bay phục vụ điều hành bay,Khu vực Cảng hàng không quốc tế Phú Bài,Không,"Cảng hàng không quốc tế Phú Bài, TP. Huế",24/24h,"Tên: Hệ thống quan trắc khí tượng tự động AWOS 900 || Model: AWOS 900 || Serial: JG94L44; HG94L44 || SX: All Weather Inc (Mỹ). Năm sản xuất: 2009/2024 || Tính năng: Trong Phụ lục kèm theo || Phụ lục kèm theo: 9. Địa điểm đặt thiết bị: Cảng hàng không quốc tế Phú Bài, tỉnh Tp.Huế || PHỤ LỤC: (Kèm theo Giấy phép số 1018 /GP-CHK ngày 18 /4/2025); TÍNH NĂNG KỸ THUẬT CHÍNH HỆ THỐNG QUAN TRẮC THỜI TIẾT; Thiết bị ngoài trời:; - Vị trí đầu CHC 09: Máy đo độ cao trần mây, tầm nhìn, đo gió; - Vị trí giữa: Máy đo hiện tượng thời tiết, nhiệt độ, độ ẩm, khí áp, lượng mưa; - Vị trí đầu CHC 27: Máy đo tầm nhìn, cường độ ánh sáng đèn, đo gió, đo độ cao; b) Thiết bị trong nhà:; - Trạm xử lý dữ liệu trung tâm gồm 02 máy chủ (đặt tại Đài KSKL Phú Bài), xử; lý số liệu quan trắc, lưu trữ số liệu khí tượng, kết nối với hệ thống AMHS; (VVPBYMYW); - 02 máy tính hiển thị số liệu khí tượng cài đặt phần mềm MET - Observer; - 01 máy tính giám sát kỹ thuật đặt tại Đài KSKL Phú Bài; văn METAR; quan trắc viên thủ công cập nhật hiện tượng thời tiết và loại mây",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
623e6e75-a74b-49be-9f75-de9177694ce9,7e234c94-71fa-4af2-9f0e-fb0996d441ba,BDKT-QNH,Trạm ra đa Quy Nhơn,,6542/GP-CHK,2024-12-03,2026-12-06,,Máy thu phát VHF thoại không - địa,2017,,,Máy phát: Jotron TA-7650/PAV200; Máy thu: Jotron RA-7203,"Máy chính: 00254 (PAV200), 7068 (TA7650); 8010 (RA7203); Máy dự phòng: 00253 (PAV200), 7069 (TA7650); 8011 (RA7203)",Na Uy,Điều hành bay (Phân khu 5 - ACC HCM),Bán kính R = 450 km,Không,"Trạm ra đa Quy Nhơn, núi Vũng Chua",24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy phát: Jotron TA-7650/PAV200; Máy thu Jotron: RA-7203 || Serial: Máy chính: 00254 (PAV200), 7068 (TA7650); 8010 (RA7203); Máy dự phòng: 00253 (PAV200), 7069 (TA7650); 8011 (RA7203) || SX: Na Uy. Năm sản xuất: 2017 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 120,7 MHz (sử dụng offset +5kHz); công suất phát 200W (PAV200), 50W (TA-7650); phương thức phát 6K80A3E; độ nhạy máy thu 1V; phân cực đứng; ăng ten cao 15 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không - địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
d4d5859d-a230-4d27-8f1c-2be7d30c52bd,9c312ced-118b-4ce3-8f00-45b7c41e6453,PBA,Đài KSKL Phú Bài,,4854/GP-CHK,2024-09-23,2026-10-01,,Thiết bị đo đạc quan trắc thông dụng (đo gió hiển thị số và khí áp hiển thị số),"2022, 2023",,,Thiết bị thủ công,Gió WindObserver (GILL): 2302019; Khí áp PTB 330: V0821315,"Anh, Phần Lan",Làm dự phòng đo các yếu tố khí tượng và cung cấp số liệu phục vụ hoạt động bay,Khu vực Cảng hàng không quốc tế Phú Bài,Không áp dụng,"Cảng hàng không quốc tế Phú Bài, tỉnh Thừa Thiên Huế",24/24h,"Tên: Thiết bị đo đạc quan trắc thông dụng (đo gió hiển thị số và khí áp hiển thị số) || Model: Thiết bị bị thủ công || Serial: Gió WindObserver (GILL): 2302019; Khí áp PTB 330: V0821315 || SX: Anh, Phần Lan. Năm sản xuất: 2022, 2023 || Tính năng: Khí áp PTB 330 (phạm vi đo 500 ÷ 1100 hPa, sai số ±0,1 hPa); Gió WindObserver (GILL) (phạm vi đo tốc độ gió 0 ÷ 90 m/s, sai số ±2%; phạm vi đo hướng gió 0° ÷ 360°, sai số ±2°) || Cảm biến/thành phần: 1. Tên thiết bị: Thiết bị đo đạc quan trắc thông dụng (đo gió hiển thị số và khí áp hiển thị; quốc tế Phù Bài (thiết Thiết bị đo gió hiển thị số; 3.1 Location/siting of sensors/ equipment appropriate; complying with ICAO SARPs / Thiết bị đo được; 3.2 Serviceability of AWOS Sensors/ Tình trạng hoạt - Article 336 ANS; động của thiết bị đo - 14.1, 14.2 MOS-MET Vol; liệu hệ thống/ thiết bị đo; sensors and central data processing system / Nhật ký; d) Regular physical inspection of all sensors and; 3.4.3 Calibration of measuring sensors / Hiệu chuẩn thiết bị 14.2.5 MOS-MET Vol; liệu hướng dẫn về hiệu chuẩn thiết bị đo tại đơn vị; c) Availability of periodic sensor calibration Records; sensor failures Technical supervision position / Khả - DOC 8896 – Manual on MET; năng theo dõi hoạt động liên tục của các thiết bị đo practices; (cảm biến đo)/ chức năng cảnh báo lỗi dữ liệu của hệ - Standards for AWOS (TCCS 01; 3.5.1 Availability of lightning protection on all sensors / Hệ N/A",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
