loai,id,ma,tieu_de,noi_dung,route,tsv,updated_at
thiet_bi,d50e07d0-9237-43eb-a801-cec7c49cb210,TB_9KRR7898,Trạm Ceilo 20L,Trạm Ceilo 20L VTDP: không,/thiet-bi/TB_9KRR7898,"'20l':5A,8B '9krr7898':2A 'ceilo':4A,7B 'khong':10B 'tb':1A 'tram':3A,6B 'vtdp':9B",2026-07-17 01:20:13.233503+00
thiet_bi,5b1bc59a-de72-4528-9cec-d4fa6bb7293f,TB_QA_TEST_4,QA TEST,"",/thiet-bi/TB_QA_TEST_4,"'4':4A 'qa':2A,5A 'tb':1A 'test':3A,6A",2026-07-17 23:53:18.200413+00
thiet_bi,048063f2-acc0-40fe-abf9-d24001f47b2e,TB_EK1WX2N0,RA-7203,19740 RA-7203 Jotron TWR PBA,/thiet-bi/TB_EK1WX2N0,"'-7203':4A,7B '19740':5B 'ek1wx2n0':2A 'jotron':8B 'pba':10B 'ra':3A,6B 'tb':1A 'twr':9B",2026-07-20 08:15:30.469269+00
thiet_bi,9b657838-8c2c-4e52-8ef7-ba8f11221351,TB_NCYHSAN5,SU4200 Main Tx (VHF 121.5 MHz),105876 SU4200 Rohde & Schwarz Phòng thiết bị PBA,/thiet-bi/TB_NCYHSAN5,"'105876':9B '121.5':7A 'bi':15B 'main':4A 'mhz':8A 'ncyhsan5':2A 'pba':16B 'phong':13B 'rohde':11B 'schwarz':12B 'su4200':3A,10B 'tb':1A 'thiet':14B 'tx':5A 'vhf':6A",2026-07-20 08:15:48.673654+00
dm_he_thong,8db32401-e3ee-4af0-a9a1-b27630c1b785,,TEST quyền xoá 1784903549503,"",/he-thong/8db32401-e3ee-4af0-a9a1-b27630c1b785,'1784903549503':4A 'quyen':2A 'test':1A 'xoa':3A,2026-07-24 14:32:30.838117+00
thiet_bi,e2bd0caf-4e61-4ba5-9e98-6c1b8911ba5a,TB_J6RDCCA3,"Thiết bị kết nối bộ thu thập xử lý dữ liệu trung tâm với các trạm, các đầu cuối qua đường truyền quang (chuyển đổi serial-Ethernet, Ethernet-Optical, serial- Optical, Switch)",Chuyển đổi Serial/Ethernet Moxa Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_J6RDCCA3,"'0':58B 'bi':4A 'bo':7A 'cac':17A,19A 'chua':55B 'chuyen':26A,37B 'co':44B,46B 'cty':50B 'cuoi':21A 'dau':20A 'de':41B 'doi':27A,38B 'du':12A 'duong':23A 'ethernet':30A,32A 'ethernet-optical':31A 'han':63B 'hoc':57B 'hong':56B 'j6rdcca3':2A 'ket':5A 'khi':43B 'kho':49B 'khong':61B,64B 'lan':59B 'lieu':13A 'ly':11A 'moxa':40B 'nien':62B 'noi':6A 'optical':33A,35A 'qlbmt':51B 'qua':22A 'quang':25A 'serial':29A,34A 'serial-ethernet':28A 'serial/ethernet':39B 'su':45B 'sua':54B 'switch':36A 'tam':15A 'tb':1A 'thap':9A 'thay':52B 'the':53B 'thi':47B 'thiet':3A 'thu':8A 'tram':18A 'trung':14A 'truyen':24A 'voi':16A 'vtdp':60B 'xu':10A 'xuat':42B,48B",2026-07-17 01:20:13.233503+00
thiet_bi,61143a66-5e02-4582-857f-4ece4a354136,TB_QRT563CX,Bộ Charger,"Bộ Charger MeanWell Trạm 21 Ra soat 2026-07-11, file nguon: THA_DAW21",/thiet-bi/TB_QRT563CX,"'-07':13B '-11':14B '2026':12B '21':9B 'bo':3A,5B 'charger':4A,6B 'daw21':18B 'file':15B 'meanwell':7B 'nguon':16B 'qrt563cx':2A 'ra':10B 'soat':11B 'tb':1A 'tha':17B 'tram':8B",2026-07-17 01:20:13.233503+00
thiet_bi,133b7612-5334-4006-9ebd-d49ce1f79841,TB_868MPFJ1,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_868MPFJ1,"'-07':24B '-11':25B '1':8A,15B '2026':23B '868mpfj1':2A 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'loc':6A,13B 'mid':20B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,b07938bc-c1bd-4dc0-97e2-be4f13f970ab,TB_PTTZ6XRY,"Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO","Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO Attech Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không",/thiet-bi/TB_PTTZ6XRY,"'0':79B '10m':14A,43B 'an':9A,38B 'attech':61B 'ban':17A,46B 'bien':6A,35B 'cam':5A,34B 'cao':13A,42B 'chan':22A,51B 'chua':76B 'chuan':30A,59B 'co':15A,44B,65B,67B 'cot':24A,53B 'cty':71B 'da':25A,54B 'de':11A,23A,40B,52B,62B 'do':7A,36B 'duoc':26A,55B 'gay':12A,41B 'gio':8A,37B 'giua':19A,48B 'han':84B 'hoc':78B 'hong':77B 'icao':31A,60B 'khi':64B 'kho':70B 'khong':82B,85B 'khop':16A,45B 'lan':80B 'lap':4A,33B 'le':18A,47B 'nien':83B 'pttz6xry':2A 'qlbmt':72B 'son':27A,56B 'su':66B 'sua':75B 'tb':1A 'than':20A,49B 'thay':73B 'the':74B 'theo':28A,57B 'thi':68B 'tieu':29A,58B 'toan':10A,39B 'tru':3A,32B 'va':21A,50B 'vtdp':81B 'xuat':63B,69B",2026-07-17 01:20:13.233503+00
thiet_bi,289fa853-bcb8-4ea1-9b2c-00d4a41ca8c7,TB_S1V1XDBJ,"Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO","Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO Attech Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không",/thiet-bi/TB_S1V1XDBJ,"'0':79B '10m':14A,43B 'an':9A,38B 'attech':61B 'ban':17A,46B 'bien':6A,35B 'cam':5A,34B 'cao':13A,42B 'chan':22A,51B 'chua':76B 'chuan':30A,59B 'co':15A,44B,65B,67B 'cot':24A,53B 'cty':71B 'da':25A,54B 'de':11A,23A,40B,52B,62B 'do':7A,36B 'duoc':26A,55B 'gay':12A,41B 'gio':8A,37B 'giua':19A,48B 'han':84B 'hoc':78B 'hong':77B 'icao':31A,60B 'khi':64B 'kho':70B 'khong':82B,85B 'khop':16A,45B 'lan':80B 'lap':4A,33B 'le':18A,47B 'nien':83B 'qlbmt':72B 's1v1xdbj':2A 'son':27A,56B 'su':66B 'sua':75B 'tb':1A 'than':20A,49B 'thay':73B 'the':74B 'theo':28A,57B 'thi':68B 'tieu':29A,58B 'toan':10A,39B 'tru':3A,32B 'va':21A,50B 'vtdp':81B 'xuat':63B,69B",2026-07-17 01:20:13.233503+00
thiet_bi,370f0acb-7d77-4af9-8e95-1a57f50b922d,TB_4QTPLAJH,TEST QA 1784332423,"",/thiet-bi/TB_4QTPLAJH,'1784332423':5A '4qtplajh':2A 'qa':4A 'tb':1A 'test':3A,2026-07-17 23:53:44.090497+00
thiet_bi,22af8a75-cb5e-4a84-acc9-e191ba0e0efb,TB_4F14ATXR,Cảm biến đo ánh sáng nền,"Cảm biến ánh sáng nền LM21 Vaisala Trạm 35 Ra soat 2026-07-11, file nguon: BDKT_OPTIMET",/thiet-bi/TB_4F14ATXR,"'-07':21B '-11':22B '2026':20B '35':17B '4f14atxr':2A 'anh':6A,11B 'bdkt':25B 'bien':4A,10B 'cam':3A,9B 'do':5A 'file':23B 'lm21':14B 'nen':8A,13B 'nguon':24B 'optimet':26B 'ra':18B 'sang':7A,12B 'soat':19B 'tb':1A 'tram':16B 'vaisala':15B",2026-07-16 03:53:31.441458+00
thiet_bi,4233ee4b-0e15-4cee-9e3f-300948eac83d,TB_Y34NGPS2,EU4200C Main Rx (VHF 121.5 MHz),105820 EU4200C Rohde & Schwarz Phòng thiết bị PBA,/thiet-bi/TB_Y34NGPS2,"'105820':9B '121.5':7A 'bi':15B 'eu4200c':3A,10B 'main':4A 'mhz':8A 'pba':16B 'phong':13B 'rohde':11B 'rx':5A 'schwarz':12B 'tb':1A 'thiet':14B 'vhf':6A 'y34ngps2':2A",2026-07-20 08:15:55.077063+00
trang,quan-tri,,Quản trị,Người dùng phân quyền,/quan-tri,'dung':4B 'nguoi':3B 'phan':5B 'quan':1A 'quyen':6B 'tri':2A 'tro':8B 'vai':7B,2026-07-14 20:55:06.470528+00
thiet_bi,0e07516a-0867-4750-b798-a671625b2f9a,TB_2G7QB1C5,SU4200 Standby Tx (VHF 121.5 MHz),105874 SU4200 Rohde & Schwarz Phòng thiết bị PBA,/thiet-bi/TB_2G7QB1C5,"'105874':9B '121.5':7A '2g7qb1c5':2A 'bi':15B 'mhz':8A 'pba':16B 'phong':13B 'rohde':11B 'schwarz':12B 'standby':4A 'su4200':3A,10B 'tb':1A 'thiet':14B 'tx':5A 'vhf':6A",2026-07-20 08:16:02.41333+00
thiet_bi,c3d62ec8-6361-4aa5-b4c4-0b13ea8c5dd4,TB_9ND5XFG7,IC-A200 (VHF ƯPKL),105527 IC-A200 Icom Phú Bài,/thiet-bi/TB_9ND5XFG7,"'105527':8B '9nd5xfg7':2A 'a200':5A,11B 'bai':14B 'ic':4A,10B 'ic-a200':3A,9B 'icom':12B 'phu':13B 'tb':1A 'upkl':7A 'vhf':6A",2026-07-20 08:16:22.09647+00
thiet_bi,28d44ac7-1c32-4da5-9157-39a9b894acbf,TB_KBH5PVS8,"Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO","Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO Attech Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không",/thiet-bi/TB_KBH5PVS8,"'0':79B '10m':14A,43B 'an':9A,38B 'attech':61B 'ban':17A,46B 'bien':6A,35B 'cam':5A,34B 'cao':13A,42B 'chan':22A,51B 'chua':76B 'chuan':30A,59B 'co':15A,44B,65B,67B 'cot':24A,53B 'cty':71B 'da':25A,54B 'de':11A,23A,40B,52B,62B 'do':7A,36B 'duoc':26A,55B 'gay':12A,41B 'gio':8A,37B 'giua':19A,48B 'han':84B 'hoc':78B 'hong':77B 'icao':31A,60B 'kbh5pvs8':2A 'khi':64B 'kho':70B 'khong':82B,85B 'khop':16A,45B 'lan':80B 'lap':4A,33B 'le':18A,47B 'nien':83B 'qlbmt':72B 'son':27A,56B 'su':66B 'sua':75B 'tb':1A 'than':20A,49B 'thay':73B 'the':74B 'theo':28A,57B 'thi':68B 'tieu':29A,58B 'toan':10A,39B 'tru':3A,32B 'va':21A,50B 'vtdp':81B 'xuat':63B,69B",2026-07-17 01:20:13.233503+00
thiet_bi,fc178946-9a87-4432-b019-25d12b1d8e81,TB_EMRBY05W,"Trụ lắp kim thu sét an toàn - dễ gãy, cao 3m, và chân đế cột, đã được sơn theo tiêu chuẩn ICAO","Trụ lắp kim thu sét an toàn - dễ gãy, cao 3m, và chân đế cột, đã được sơn theo tiêu chuẩn ICAO Attech Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không",/thiet-bi/TB_EMRBY05W,"'0':65B '3m':13A,35B 'an':8A,30B 'attech':47B 'cao':12A,34B 'chan':15A,37B 'chua':62B 'chuan':23A,45B 'co':51B,53B 'cot':17A,39B 'cty':57B 'da':18A,40B 'de':10A,16A,32B,38B,48B 'duoc':19A,41B 'emrby05w':2A 'gay':11A,33B 'han':70B 'hoc':64B 'hong':63B 'icao':24A,46B 'khi':50B 'kho':56B 'khong':68B,71B 'kim':5A,27B 'lan':66B 'lap':4A,26B 'nien':69B 'qlbmt':58B 'set':7A,29B 'son':20A,42B 'su':52B 'sua':61B 'tb':1A 'thay':59B 'the':60B 'theo':21A,43B 'thi':54B 'thu':6A,28B 'tieu':22A,44B 'toan':9A,31B 'tru':3A,25B 'va':14A,36B 'vtdp':67B 'xuat':49B,55B",2026-07-17 01:20:13.233503+00
thiet_bi,542340a6-5f9b-46d6-969b-3e703d87d13a,TB_JKZYBSQM,"Trụ lắp kim thu sét an toàn - dễ gãy, cao 3m, và chân đế cột, đã được sơn theo tiêu chuẩn ICAO","Trụ lắp kim thu sét an toàn - dễ gãy, cao 3m, và chân đế cột, đã được sơn theo tiêu chuẩn ICAO Attech Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không",/thiet-bi/TB_JKZYBSQM,"'0':65B '3m':13A,35B 'an':8A,30B 'attech':47B 'cao':12A,34B 'chan':15A,37B 'chua':62B 'chuan':23A,45B 'co':51B,53B 'cot':17A,39B 'cty':57B 'da':18A,40B 'de':10A,16A,32B,38B,48B 'duoc':19A,41B 'gay':11A,33B 'han':70B 'hoc':64B 'hong':63B 'icao':24A,46B 'jkzybsqm':2A 'khi':50B 'kho':56B 'khong':68B,71B 'kim':5A,27B 'lan':66B 'lap':4A,26B 'nien':69B 'qlbmt':58B 'set':7A,29B 'son':20A,42B 'su':52B 'sua':61B 'tb':1A 'thay':59B 'the':60B 'theo':21A,43B 'thi':54B 'thu':6A,28B 'tieu':22A,44B 'toan':9A,31B 'tru':3A,25B 'va':14A,36B 'vtdp':67B 'xuat':49B,55B",2026-07-17 01:20:13.233503+00
thiet_bi,954bec25-b440-43ae-84ac-6c3dd519d6a5,TB_JVCMT4WW,Ống sợi thủy tinh,Ống sợi thủy tinh ERICO Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_JVCMT4WW,"'0':29B 'chua':26B 'co':15B,17B 'cty':21B 'de':12B 'erico':11B 'han':34B 'hoc':28B 'hong':27B 'jvcmt4ww':2A 'khi':14B 'kho':20B 'khong':32B,35B 'lan':30B 'nien':33B 'ong':3A,7B 'qlbmt':22B 'soi':4A,8B 'su':16B 'sua':25B 'tb':1A 'thay':23B 'the':24B 'thi':18B 'thuy':5A,9B 'tinh':6A,10B 'vtdp':31B 'xuat':13B,19B",2026-07-17 01:20:13.233503+00
thiet_bi,eb1106e8-6187-4fbf-8db6-d474a7bf9de0,TB_AD6AJNW8,Server,"Server All Weather Phòng thiết bị Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_AD6AJNW8,"'-07':13B '-11':14B '2026':12B 'ad6ajnw8':2A 'all':5B 'awos900':18B 'bi':9B 'file':15B 'nguon':16B 'pba':17B 'phong':7B 'ra':10B 'server':3A,4B 'soat':11B 'tb':1A 'thiet':8B 'weather':6B",2026-07-16 03:53:31.441458+00
thiet_bi,f5c11346-f4d5-4e51-80bf-d9fb62da35dc,TB_QEY2R2K1,Server,"Server All Weather Phòng thiết bị Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_QEY2R2K1,"'-07':13B '-11':14B '2026':12B 'all':5B 'awos900':18B 'bi':9B 'file':15B 'nguon':16B 'pba':17B 'phong':7B 'qey2r2k1':2A 'ra':10B 'server':3A,4B 'soat':11B 'tb':1A 'thiet':8B 'weather':6B",2026-07-16 03:53:31.441458+00
thiet_bi,ee6665a2-57ae-40c6-8bfc-935f13d8f45a,TB_J203PWTG,Ống sợi thủy tinh,Ống sợi thủy tinh ERICO Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_J203PWTG,"'0':29B 'chua':26B 'co':15B,17B 'cty':21B 'de':12B 'erico':11B 'han':34B 'hoc':28B 'hong':27B 'j203pwtg':2A 'khi':14B 'kho':20B 'khong':32B,35B 'lan':30B 'nien':33B 'ong':3A,7B 'qlbmt':22B 'soi':4A,8B 'su':16B 'sua':25B 'tb':1A 'thay':23B 'the':24B 'thi':18B 'thuy':5A,9B 'tinh':6A,10B 'vtdp':31B 'xuat':13B,19B",2026-07-17 01:20:13.233503+00
thiet_bi,eb215a68-91d9-4565-a7ea-230763bfd6fe,TB_HCVJK5GW,Ống sợi thủy tinh,Ống sợi thủy tinh ERICO Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_HCVJK5GW,"'0':29B 'chua':26B 'co':15B,17B 'cty':21B 'de':12B 'erico':11B 'han':34B 'hcvjk5gw':2A 'hoc':28B 'hong':27B 'khi':14B 'kho':20B 'khong':32B,35B 'lan':30B 'nien':33B 'ong':3A,7B 'qlbmt':22B 'soi':4A,8B 'su':16B 'sua':25B 'tb':1A 'thay':23B 'the':24B 'thi':18B 'thuy':5A,9B 'tinh':6A,10B 'vtdp':31B 'xuat':13B,19B",2026-07-17 01:20:13.233503+00
thiet_bi,8cf59460-f4d2-4785-8172-dc631d045d24,TB_19K14ZQ6,Ống sợi thủy tinh,Ống sợi thủy tinh ERICO Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_19K14ZQ6,"'0':29B '19k14zq6':2A 'chua':26B 'co':15B,17B 'cty':21B 'de':12B 'erico':11B 'han':34B 'hoc':28B 'hong':27B 'khi':14B 'kho':20B 'khong':32B,35B 'lan':30B 'nien':33B 'ong':3A,7B 'qlbmt':22B 'soi':4A,8B 'su':16B 'sua':25B 'tb':1A 'thay':23B 'the':24B 'thi':18B 'thuy':5A,9B 'tinh':6A,10B 'vtdp':31B 'xuat':13B,19B",2026-07-17 01:20:13.233503+00
thiet_bi,57eaf763-0191-4661-b7be-d194887ecc48,TB_TN9FYMQS,EU4200C Standby Rx (VHF 118.8 MHz),105819 EU4200C Rohde & Schwarz Phòng thiết bị,/thiet-bi/TB_TN9FYMQS,"'105819':9B '118.8':7A 'bi':15B 'eu4200c':3A,10B 'mhz':8A 'phong':13B 'rohde':11B 'rx':5A 'schwarz':12B 'standby':4A 'tb':1A 'thiet':14B 'tn9fymqs':2A 'vhf':6A",2026-07-16 03:53:31.441458+00
trang,dashboard,,Tổng quan,Overview KPI cảnh báo,/,'bao':6B 'canh':5B 'dashboard':7B 'kpi':4B 'overview':3A 'quan':2A 'tong':1A,2026-07-14 20:55:06.470528+00
thiet_bi,e5016758-7ac9-4ea7-93da-16944bd8116e,TB_H42S67FB,Ống sợi thủy tinh,Ống sợi thủy tinh ERICO Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_H42S67FB,"'0':29B 'chua':26B 'co':15B,17B 'cty':21B 'de':12B 'erico':11B 'h42s67fb':2A 'han':34B 'hoc':28B 'hong':27B 'khi':14B 'kho':20B 'khong':32B,35B 'lan':30B 'nien':33B 'ong':3A,7B 'qlbmt':22B 'soi':4A,8B 'su':16B 'sua':25B 'tb':1A 'thay':23B 'the':24B 'thi':18B 'thuy':5A,9B 'tinh':6A,10B 'vtdp':31B 'xuat':13B,19B",2026-07-17 01:20:13.233503+00
thiet_bi,abb953ef-31a2-45a4-90bf-5e0cfcc582b9,TB_5TCXP7HD,TA-7650 ULTIMATE_BACKUP,19713 TA-7650 Jotron TWR PBA,/thiet-bi/TB_5TCXP7HD,"'-7650':4A,9B '19713':7B '5tcxp7hd':2A 'backup':6A 'jotron':10B 'pba':12B 'ta':3A,8B 'tb':1A 'twr':11B 'ultimate':5A",2026-07-16 03:53:31.441458+00
thiet_bi,f0ba82de-001e-49d6-ad2e-25d536231a38,TB_JM3XWYPJ,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm 09 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_JM3XWYPJ,"'-07':24B '-11':25B '09':20B '1':8A,15B '2026':23B 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'jm3xwypj':2A 'loc':6A,13B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,b0b0b459-b401-43b5-aa06-2de7662d77c2,TB_8V139W1N,Cảm biến đo tầm nhìn,"Cảm biến đo tầm nhìn All Weather 27 Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_8V139W1N,"'-07':19B '-11':20B '2026':18B '27':15B '8v139w1n':2A 'all':13B 'awos900':24B 'bien':4A,9B 'cam':3A,8B 'do':5A,10B 'file':21B 'nguon':22B 'nhin':7A,12B 'pba':23B 'ra':16B 'soat':17B 'tam':6A,11B 'tb':1A 'weather':14B",2026-07-17 01:20:13.233503+00
thiet_bi,89505b3c-cf0c-4f83-812c-e366c5c2df49,TB_P8VT837R,Sensor nhiệt ẩm áp,"Cảm biến đo nhiệt độ Thies 1.1006.54.080 Thies Clima Tower Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_P8VT837R,"'-07':20B '-11':21B '1.1006.54.080':13B '2026':19B 'am':5A 'ap':6A 'awos900':25B 'bien':8B 'cam':7B 'clima':15B 'do':9B,11B 'file':22B 'nguon':23B 'nhiet':4A,10B 'p8vt837r':2A 'pba':24B 'ra':17B 'sensor':3A 'soat':18B 'tb':1A 'thies':12B,14B 'tower':16B",2026-07-17 01:20:13.233503+00
thiet_bi,4fd3f24d-6568-4560-a2e6-55e63f8583d5,TB_54QCFZXT,Cảm biến đo tầm nhìn,"J9441-02 Cảm biến tầm nhìn Biral VIS-33 Ra soat 2026-07-11, file nguon: PCA_IMS",/thiet-bi/TB_54QCFZXT,"'-02':9B '-07':20B '-11':21B '-33':16B '2026':19B '54qcfzxt':2A 'bien':4A,11B 'biral':14B 'cam':3A,10B 'do':5A 'file':22B 'ims':25B 'j9441':8B 'nguon':23B 'nhin':7A,13B 'pca':24B 'ra':17B 'soat':18B 'tam':6A,12B 'tb':1A 'vis':15B",2026-07-17 01:20:13.233503+00
thiet_bi,3209ba71-365b-4910-a16f-3afc8615615e,TB_XD767BKR,Cảm biến đo trần mây,"Cảm biến đo trần mây All Weather 09 Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_XD767BKR,"'-07':19B '-11':20B '09':15B '2026':18B 'all':13B 'awos900':24B 'bien':4A,9B 'cam':3A,8B 'do':5A,10B 'file':21B 'may':7A,12B 'nguon':22B 'pba':23B 'ra':16B 'soat':17B 'tb':1A 'tran':6A,11B 'weather':14B 'xd767bkr':2A",2026-07-17 01:20:13.233503+00
thiet_bi,0ed77c1d-2b66-494d-acba-e793d24dbb9d,TB_93EHTDMP,Cảm biến đo trần mây,"Cảm biến đo trần mây All Weather 27 Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_93EHTDMP,"'-07':19B '-11':20B '2026':18B '27':15B '93ehtdmp':2A 'all':13B 'awos900':24B 'bien':4A,9B 'cam':3A,8B 'do':5A,10B 'file':21B 'may':7A,12B 'nguon':22B 'pba':23B 'ra':16B 'soat':17B 'tb':1A 'tran':6A,11B 'weather':14B",2026-07-17 01:20:13.233503+00
thiet_bi,2fa98bdf-ee90-46e9-9120-c79a3c3acedb,TB_DMSVY84R,Thiết bị Serial to Ethernet,"Converter Nport IA5250 Moxa CEILO 35 Ra soat 2026-07-11, file nguon: BDKT_OPTIMET",/thiet-bi/TB_DMSVY84R,'-07':17B '-11':18B '2026':16B '35':13B 'bdkt':21B 'bi':4A 'ceilo':12B 'converter':8B 'dmsvy84r':2A 'ethernet':7A 'file':19B 'ia5250':10B 'moxa':11B 'nguon':20B 'nport':9B 'optimet':22B 'ra':14B 'serial':5A 'soat':15B 'tb':1A 'thiet':3A 'to':6A,2026-07-16 03:53:31.441458+00
thiet_bi,7a65bcec-cd34-4315-b97e-189f5af5db46,TB_82BWNVA8,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm 09 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_82BWNVA8,"'-07':19B '-11':20B '09':15B '2026':18B '82bwnva8':2A 'at3w':13B 'chong':3A,8B 'duong':5A,10B 'file':21B 'hieu':7A,12B 'ims':24B 'nguon':22B 'plk':23B 'ra':16B 'set':4A,9B 'soat':17B 'tb':1A 'tin':6A,11B 'tram':14B",2026-07-17 01:20:13.233503+00
thiet_bi,5bd6517f-f227-4d23-8763-1f0f1883165a,TB_KJ0EQS24,Cảm biến đo độ ẩm Thies 1.1006.54.080,0922009 Cảm biến đo nhiệt độ Thies 1.1006.54.080 Thies Clima Đề xuất: Mua sắm VTDP sử dụng chung cho các sân bay | Hỏng hóc: 0 lần | Tình trạng: Khai thác bình thường | VTDP: Không có VTDP | Niên hạn: Quá niên hạn,/thiet-bi/TB_KJ0EQS24,"'0':34B '0922009':10B '1.1006.54.080':9A,17B 'am':7A 'bay':31B 'bien':4A,12B 'binh':40B 'cac':29B 'cam':3A,11B 'cho':28B 'chung':27B 'clima':19B 'co':44B 'de':20B 'do':5A,6A,13B,15B 'dung':26B 'han':47B,50B 'hoc':33B 'hong':32B 'khai':38B 'khong':43B 'kj0eqs24':2A 'lan':35B 'mua':22B 'nhiet':14B 'nien':46B,49B 'qua':48B 'sam':23B 'san':30B 'su':25B 'tb':1A 'thac':39B 'thies':8A,16B,18B 'thuong':41B 'tinh':36B 'trang':37B 'vtdp':24B,42B,45B 'xuat':21B",2026-07-17 01:20:13.233503+00
thiet_bi,717cb305-8091-483c-8278-12b1c71fd647,TB_JE8DE8BP,Chống sét RF cho modem,Chống sét RF cho modem Citel Hỏng hóc: 0 lần | Tình trạng: Hoạt động bình thường | VTDP: Không | Niên hạn: Không,/thiet-bi/TB_JE8DE8BP,"'0':16B 'binh':22B 'cho':6A,11B 'chong':3A,8B 'citel':13B 'dong':21B 'han':27B 'hoat':20B 'hoc':15B 'hong':14B 'je8de8bp':2A 'khong':25B,28B 'lan':17B 'modem':7A,12B 'nien':26B 'rf':5A,10B 'set':4A,9B 'tb':1A 'thuong':23B 'tinh':18B 'trang':19B 'vtdp':24B",2026-07-17 01:20:13.233503+00
thiet_bi,1a1e5801-2ab8-4b27-a75c-706d0e077204,TB_CW9K51MY,Cảm biến đo khí áp,"Cảm biến đo khí áp All Weather Mid Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_CW9K51MY,"'-07':19B '-11':20B '2026':18B 'all':13B 'ap':7A,12B 'awos900':24B 'bien':4A,9B 'cam':3A,8B 'cw9k51my':2A 'do':5A,10B 'file':21B 'khi':6A,11B 'mid':15B 'nguon':22B 'pba':23B 'ra':16B 'soat':17B 'tb':1A 'weather':14B",2026-07-17 01:20:13.233503+00
