id,ma,ten,so_model,nha_san_xuat_id,loai_thiet_bi_id,field_set_id,hinh_anh,mo_ta,thu_tu,active,created_at,updated_at,p_n,merged_into,deactivated_at
5eb8f669-8af7-4cf8-872b-1c9b3a98f491,M_AWOS_THIES_CLIMA_CAM_BIEN_O_NHIET_O_THIES_1_EE59F5,Cảm biến đo nhiệt độ  độ ẩm khí áp Thies 1.1006.54.080,,f0c86184-a2a8-4ba2-b3e2-87283fbcf190,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,1783906375709_CleanShot_2026-07-13_at_08.32.19.webp,Quan trắc thông dụng,255,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.102913+00,1.1006.54.080,,
5c901e00-e9fa-4a73-b80e-29aae5881664,M_AWOS_02_MAN_HINH_HIEN_THI_SO_LIEU_NHIET_AM__C4F24A,02 Màn hình hiển thị số liệu Nhiệt ẩm áp Thies 1.1006.54.081,,,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,1783846863706_CleanShot_2026-07-12_at_16.00.44.webp,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,1,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.746434+00,PiPad,,
dc48c794-5cb1-43c7-bc55-2ae5b5d1e6b0,M_AWOS_CISCO_C9200L24T4GE_C578BE,Switch trung tâm,,ce41dcc3-9d54-4a7b-99fd-5a4a97a95447,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.218076+00,C9200L-24T-4G-E,,
84cc2f7b-edd6-437f-a7d8-45965284df82,M_AWOS_RITRON_RADIO_MODEM_DTXM_460_OBN6I_603E62,Radio modem DTXM-460-OBN6I,,ceeef1ba-894d-4e04-9fb3-6efefba20836,ae03f513-6763-46f8-913d-91a103966947,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,245,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.32748+00,,,
8253641d-28dc-49fd-b2cf-2efe154f2441,M_AWOS_TPLINK_SWITCH_TPLINK_ADAPTOR_08AC46,SWITCH TPLINK + Adaptor,,02573a91-2686-4625-bb1f-233cc91f08ae,ae03f513-6763-46f8-913d-91a103966947,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,264,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.428828+00,,,
2fb4f2e5-03eb-49ec-b669-7d19071e805a,M_AWOS_MTECH_DATA_TAKER_DT80_1D5BBE,Data Taker DT80,,ad5bae28-70da-4528-a406-c5c52467e25e,ae03f513-6763-46f8-913d-91a103966947,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,186,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.533868+00,,,
795d37bb-734c-408c-8ea1-206802024510,M_AWOS_MEANWELLS_BO_NGUON_AC_DC_4CA78B,Bộ nguồn AC/DC,,0e8dbaf8-aa3e-4d9d-bab2-99b08381f6f9,accf1740-4c18-4b9a-895f-59d85ba593b5,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,200,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.637961+00,,,
0afefb1d-ad24-474a-9810-5e665bc08366,M_AWOS_AT3W_AT2300_099B86,Chống sét đường tín hiệu,,9d09c5d7-4aa9-40a6-b47b-4e1899c9956f,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PCA, PLK",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.743447+00,AT-2300,,
e60eafa2-7c80-44e9-b107-a4b946ce3962,M_AWOS_AUGIER_ARRESTORCLA_A1E94B,Chống  sét 1 pha 10kA,,494923ea-f1cf-410b-9804-3d21208ced5e,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.84447+00,ARRESTOR - CLA,,
31cae5c6-e3ee-4ad9-ab56-bef881a81aae,M_AWOS_CITEL_P8AX15_CA8393,Chống sét - UHF,,80666d25-731c-4de5-8d64-08488037258a,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: CLA, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:13.952831+00,P8AX15,,
735e9092-8583-4a95-a954-78469ec81046,M_AWOS_CITEL_P8AX09NFF_835259,Chống sét RF,,80666d25-731c-4de5-8d64-08488037258a,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT, PCA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.053449+00,P8AX09-N/FF,,
e0e18e4a-6df7-49aa-9256-3874faedf584,M_AWOS_CITEL_P8AX09N_96CB67,Chống sét RF  - UHF,,80666d25-731c-4de5-8d64-08488037258a,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.176853+00,P8AX09-N,,
9c74e0d7-148c-4fd9-bfcb-2b7cb6729943,M_AWOS_CITEL_MJ8C6A_25F0B5,Chống sét giao tiếp Ethernet-UHF,,80666d25-731c-4de5-8d64-08488037258a,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.284618+00,MJ8-C6A,,
ba74d20d-d098-44e2-83cd-f00d56936bc4,M_AWOS_CITEL_MJ8CAT6S_E9BD63,Chống sét đường tín hiệu,,80666d25-731c-4de5-8d64-08488037258a,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PBA, PCA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.387568+00,MJ8-CAT6S,,
cac5bfb3-554d-48cc-809a-29cc9f7c0d41,M_AWOS_CITEL_THIET_BI_CHONG_SET_LAN_24_PORT_293783,Thiết bị chống sét LAN 24 port,,80666d25-731c-4de5-8d64-08488037258a,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,120,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.491591+00,,,
21d4e72c-3b6e-4524-8786-0cb2570ba1c5,M_DEN_CHOP_BAO_CHUONG_NGAI,Đèn chớp báo chướng ngại,,a340c5f5-8c16-4d93-849f-510a2aacca68,1ef69ec2-6298-4c48-b931-aea3fa48c0fc,,,,228,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.592649+00,,,
c4069a92-780f-4b33-9041-4893cb96b13d,M_AWOS_OBSERVATOR_MAN_HINH_HIEN_THI_SO_LIEU_G_0A0A1C,Màn hình hiển thị số liệu gió OMC-140,,1f8c6a88-4da8-4cff-bf77-616d07522c3c,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,225,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.696885+00,,,
3e48dac5-fc25-4565-904a-14af840ac963,M_AWOS_SCHNEIDER_CATSETNGUONAC_D97768,Cắt sét nguồn AC,,1dfd07b4-a9da-41a0-aa04-7b64b3f5862e,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.803365+00,,,
aa38a847-de6f-4769-b240-eb6014ba904a,M_PHAN_MEM_XU_LY_SO_LIEU_CHO_HE_THON,"Phần mềm xử lý số liệu cho hệ thống máy chủ AWOS và phần mềm khai thác dùng cho nhân viên quan trắc, kiểm soát viên không lưu và nhân viên kỹ thuật",,,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,,31,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:14.90858+00,,,
eac057e1-0515-489b-80d9-c4d6cc51d23e,M_AWOS_SERVER_M_B23EBB,Server M,,,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,35,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.01241+00,,,
7e693a7c-9fae-4230-9b6b-b9930fbf9a8b,M_AWOS_SERVER_STB_FA9A12,Server STB,,,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,36,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.118664+00,,,
fd26b905-1645-4c48-b814-cb237f91ac07,M_AWOS_DELL_MAN_HINH_19_667EC7,Màn hình 19'',,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,122,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.225402+00,,,
6e99efb8-af97-4aa8-a243-8fcb137797bf,M_AWOS_DELL_MAN_HINH_GIAM_SAT_UHF_F649AE,Màn hình giám sát UHF,,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,123,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.331834+00,,,
3656623d-0d77-4460-8c43-16f64e6bb903,M_AWOS_YUASA_AC_QUY_CAP_NGUON_CHO_MODEM_UHF_F7F7E1,Ắc quy modem UHF NP7-12,,0685be75-9b97-433c-ad84-4a00f2f2581c,ae03f513-6763-46f8-913d-91a103966947,,,,275,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.431594+00,NP7-12,,
a16ee536-405c-41aa-8c3e-e2a64c300364,M_AWOS_MOXA_CONVERTER_NPORT_IA5250_CFDBA6,Converter Nport IA5250,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,183,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.537821+00,IA5250,,
2f6a2ad9-830b-4a96-bc09-51bc717c1f32,FPT_ELEAD_V500,FPT ELEAD V500,,4f2d0b91-a06a-4363-ae0d-dd5973c576f8,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,"Máy tính giám sát ghi âm FPT ELEAD V500. Cấu hình theo hồ sơ: Intel Core 2 Duo 2,6 GHz, RAM 2 GB DDR2, HDD SATA 160 GB, DVD-RW; màn hình LG L177W8B-PF.G30 LCD 17 inch. Chưa tìm thấy datasheet chính hãng đúng model để đối chiếu.",6,t,2026-07-12 07:05:42.747163+00,2026-07-13 03:49:15.641675+00,V500,,
6440cce9-d52f-41a1-80ed-f9468b3ba9dd,M_AWOS_GLOBE_WP7512_7F61DE,Ắc quy dự phòng WP7.5-12,,d1cca3c3-700f-4aa7-b3bf-f23dc6e9498a,accf1740-4c18-4b9a-895f-59d85ba593b5,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.484858+00,WP7.5-12,,
a5c09e40-567c-4e92-912b-2bd100facf06,M_AWOS_HP_Z240_C7AADA,Máy chủ 2,,f3ac5754-f684-4ba1-8fd4-dd0a2242dad2,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PCA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.451211+00,Z240,,
2a2eced2-24d5-41ce-b192-fd0dc8e162fc,M_AWOS_GILL_WINDOBSERVER90_B56E08,Cảm biến gió,,8a078690-3935-478c-9d8c-92ed4818430f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.855026+00,WindObserver 90,,
ab99c905-9c6f-4af5-911c-0f78794979d5,M_AWOS_FUJITSU_CELSIUSW570N_311B59,Máy chủ Main,,d9b7b1fa-902f-47ae-97d3-cb5e69268b58,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:15.960224+00,CELSIUS W570n,,
304a0cb6-e787-4241-a6eb-2f9eda644b32,M_AWOS_HP_Z2SFFG5_AF5353,"CPU core i5 10500, 3.1Ghz, RAM 8GB",,f3ac5754-f684-4ba1-8fd4-dd0a2242dad2,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.062281+00,Z2 SFF G5,,
13544c20-3b96-4fd1-9a51-067fc42f7091,M_AWOS_KINAN_XL1908_E1BD6A,KVM 19inch,,986ba52f-6288-4a7d-8709-48a2af4bd36c,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.170742+00,XL1908,,
ae174412-e80c-412c-8c9e-ddaa254ccb58,M_AWOS_DELL_R340E58S_CE646F,Máy chủ Standby,,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.271873+00,R340 E58S,,
17de944c-cae8-4cfc-b7ed-0b549d7d10b3,M_AWOS_DELL_OPTIPLEX755_D2D924,Máy chủ Rawdata,,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.381438+00,Optiplex 755,,
2fbbe1a7-8fef-4632-a2e7-b3dd93a649f5,M_AWOS_DICOMHME_DAW21_8B335C,Phần mềm ứng dụng Dicom,,27172590-3f49-492f-b2ca-334a840f1f9e,,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.589552+00,D-AW21,,
cfd09cd2-ac7e-48bd-9bf2-074905687e49,M_AWOS_ELIASSON_CBME80B_CA7DC9,Cảm biến đo độ cao trần mây,,719caddc-3d8b-41e3-9748-23158aa46077,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: CLA, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.697738+00,CBME 80B,,
71431484-422f-413b-b0b8-34660a087db1,M_AWOS_FORTINET_FS124E_A8D4EA,Switch,,2a565b05-c0d0-42be-9b54-6cc88819c43f,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.814791+00,FS-124E,,
8e4a785c-b515-4be8-b420-afa25520feaf,M_AWOS_FUJITSU_TX1310M1_EC6145,Máy chủ 1,,d9b7b1fa-902f-47ae-97d3-cb5e69268b58,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PCA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:16.923077+00,TX1310 M1,,
ac700048-ba86-40aa-818d-cbfd05358543,M_AWOS_FUJITSU_TX150S8R_423944,Server,,d9b7b1fa-902f-47ae-97d3-cb5e69268b58,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PLK,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.030758+00,TX150S8R,,
812a3a10-f73f-463d-a7e1-1a55f2e886f7,ICOM_IC_A200,IC-A200,,0217cfde-f2e2-4de6-b99f-5d74b0925551,9c934580-6f7d-466b-a585-7ebba4ba4b31,,,"Máy thu phát VHF Air Band 118-137 MHz công suất 7W. Chế độ AM, 9 kênh nhớ, kích thước 160×34×271mm, trọng lượng 1.1kg. Đạt tiêu chuẩn TSO C37d/C38d.",0,t,2026-07-13 03:49:35.953249+00,2026-07-15 03:57:25.859008+00,,,
26238491-8211-4127-8438-897dfe275830,M_AWOS_GILL_WINDOBSERVER65_1D7835,Cảm biến gió,,8a078690-3935-478c-9d8c-92ed4818430f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PBA, PLK",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.13726+00,WindObserver 65,,
82acee26-c7af-4b8d-aeb6-507e93fc79d7,M_AWOS_GILL_911UWS_C9EB13,Cảm biến đo hướng và đo tốc độ gió,,8a078690-3935-478c-9d8c-92ed4818430f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.240741+00,911-UWS,,
e7d3e4a0-1cdf-48d0-9a67-67d43ffc52af,M_AWOS_GILL_OBSERVER90_4D4093,Cảm biến đo hướng và đo tốc độ gió,,8a078690-3935-478c-9d8c-92ed4818430f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.341103+00,Observer90,,
ea627eb0-ef66-4fe6-8e23-e1bc7e36a7bd,M_THIET_BI_DO_DO_CAO_CHAN_MAY_KEM_TH,"Thiết bị đo độ cao chân mây (kèm theo phụ kiện lắp đặt, cáp tín hiệu, cáp bảo trì tiêu chuẩn)",,79b069cc-810c-41ab-9b03-9032c1804a5f,1ef69ec2-6298-4c48-b931-aea3fa48c0fc,,,,273,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.557135+00,,,
38c97d75-a89e-4474-bc4b-557eeb4d6799,M_AWOS_VAISALA_HMP155D_C7898D,Cảm biến đo nhiệt độ độ ẩm,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.658772+00,HMP155D,,
447979ef-3ce2-4848-9d8a-ff9d827375d4,M_AWOS_VAISALA_HMP155_9782F7,Cảm biến đo nhiệt ẩm,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.759876+00,HMP155,,
194b1a3b-a3ce-42a5-9ada-4aed16d06e24,M_AWOS_MTECH_4500LSS_8821C0,Cảm biến đo dông,,ad5bae28-70da-4528-a406-c5c52467e25e,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.871734+00,4500-LSS,,
5e250d3a-a087-4624-8aab-939a43ffd335,M_AWOS_LPT_SST150_8D65C3,Cắt lọc sét 1 pha,,611a5c28-4a9f-422b-b70c-5e246ba1f5fc,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PCA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:17.973099+00,SST 150,,
0c34aefb-1e8c-4ceb-bec9-e3d7eae87c7c,M_AWOS_ERICO_ERICOREUKITBERICORELTKITA_E57671,"Bộ xử lý đầu trên, đầu dưới",,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.077652+00,ERICORE/UKIT/B ERICORE/LTKIT/A,,
fbce15d2-9697-4a29-bb8e-2ae417590dcb,M_AWOS_ERICO_ERICORE_DFDFB5,Cáp thoát sét 8 lớp,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.184078+00,ERICORE,,
3ba741fc-7278-4de4-86ab-6406b6b803dc,M_AWOS_BIRAL_SWS250_9DF561,Cảm biến tầm nhìn SWS-250,,b7f4a9b7-d8ca-434b-b11c-5e4a13a35ad1,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: CLA, PCA, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.805958+00,SWS-250,,
3e1dcbe7-8a3d-43d8-a2da-581cecaef179,M_AWOS_ALLWEATHER_7150_1B01C6,Cảm biến đo khí áp 7150,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,1783906306688_CleanShot_2026-07-13_at_08.31.35.webp,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.909509+00,7150,,
01bda5fe-92f8-43b3-9365-d79eddc999b3,M_AWOS_APC_SMC1500I2UC_94B3E9,UPS 220VAC,,85b16a8e-84ee-4408-ac50-81b3e2aa7ca6,accf1740-4c18-4b9a-895f-59d85ba593b5,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.013625+00,SMC1500I-2UC,,
bbcf439b-96ad-473f-86b3-c6875a9c531b,M_AWOS_ADVANTECH_ADAM6025D_C82AB5,Thiết bị giám sát cường độ ánh sáng đèn đường băng (RLIM),,81227fc4-ef2d-4334-bb0e-bb1849fdb2c2,,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.118014+00,ADAM-6025-D,,
7a0736d8-fafb-468d-bcaf-a38f9cd6e09d,M_AWOS_ALLWEATHER_8339_2B25B8,Cảm biến đo trần mây,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.553558+00,8339,,
937ae497-c763-44ce-99c7-608e36916092,M_AWOS_ALLWEATHER_8364E_AB7DD0,Cảm biến đo tầm nhìn,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.657966+00,8364-E,,
5b400d04-826b-4049-a257-df1f3c61c619,M_AWOS_BIRAL_ALS2_ADC0A0,Cảm biến đo ánh sáng nền ALS-2,,b7f4a9b7-d8ca-434b-b11c-5e4a13a35ad1,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PCA, PLK, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.29013+00,ALS-2,,
7d577744-81e3-42f3-b793-9e39642a300a,M_AWOS__WQG11_686132,Đo nhiệt độ độ ẩm,,,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT, CLA, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.393669+00,WQG - 11,,
121835b3-8729-4184-bae3-d57dc2341a42,M_CAM_BIEN_DO_DONG,Cảm biến đo dông TSS928,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,1783848700288_CleanShot_2026-07-12_at_16.31.12.webp,,100,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.495971+00,TSS928,,
8aaa9362-24cd-4fe3-a9dd-81b685697f6c,M_AWOS_THIES_CLIMA_SENSOR_O_GIO_4_3820_00_300_682380,Cảm biến đo hướng và tốc độ gió,,f0c86184-a2a8-4ba2-b3e2-87283fbcf190,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,1783849039263_CleanShot_2026-07-12_at_16.34.53.webp,cảm biến đo gió dùng nhiều ở nhiều đài,258,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.600212+00,4.3820.00.300,,
43d99ff0-b4cf-47ca-80fd-afda72dff81b,RS_SU4200,SU4200,,28422512-1c6b-4124-af15-ed8d22a22249,954b8685-0b5a-45b3-9172-43b93da5faef,,1783936166096_clipboard.webp,"Máy phát VHF kỹ thuật số thuộc R&S Series4200, software-defined radio cho thông tin hàng không. Công suất phát 50W, dải tần 118-137 MHz.",0,t,2026-07-13 03:49:36.060178+00,2026-07-15 03:56:47.506228+00,,,
d7e4f72d-118f-42ad-ac6c-2aaaacd3076e,M_AWOS_BIRAL_SWS050_88A1DF,Cảm biến tầm nhìn SWS-050,,b7f4a9b7-d8ca-434b-b11c-5e4a13a35ad1,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PLK, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:18.705587+00,SWS-050,,
2eaf6ca1-e139-4e9b-be99-d3b23a257027,M_AWOS_ALLWEATHER_2040_B127C3,Cảm biến đo gió,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.218664+00,2040,,
ab83e158-866e-4897-b747-69d05a696c9f,M_AWOS_ALLWEATHER_6498P_A11D46,Cảm biến đo hiện tượng thời tiết,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.34262+00,6498-P,,
5b9c97dc-2732-4a51-8383-b6518065d3ec,M_AWOS_ALLWEATHER_RGTE_16F43F,Cảm biến đo mưa,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.450136+00,RGTE,,
8b55f2fd-33a2-4827-84db-19306151c4b6,M_AWOS_AUGIER_TERMT5KVA_72B0CC,Máy biến hạ áp 1 pha TER Transformers 5KVA 950/230V,,494923ea-f1cf-410b-9804-3d21208ced5e,accf1740-4c18-4b9a-895f-59d85ba593b5,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:19.762384+00,TER MT-5KVA,,
